Date,Open,High,Low,Close,Adj Close,Volume
2019-03-26,25596.000000,25822.000000,25561.000000,25676.000000,25676.000000,199333
2019-03-27,25676.000000,25781.000000,25441.000000,25660.000000,25660.000000,242937
2019-03-28,25622.000000,25762.000000,25526.000000,25737.000000,25737.000000,181851
2019-03-29,25730.000000,25964.000000,25723.000000,25933.000000,25933.000000,191218
2019-04-01,25976.000000,26288.000000,25976.000000,26258.000000,26258.000000,158713
2019-04-02,26235.000000,26280.000000,26126.000000,26153.000000,26153.000000,155142
2019-04-03,26146.000000,26302.000000,26133.000000,26240.000000,26240.000000,175360
2019-04-04,26292.000000,26410.000000,26196.000000,26388.000000,26388.000000,173294
2019-04-05,26388.000000,26509.000000,26362.000000,26394.000000,26394.000000,157732
2019-04-08,26389.000000,26412.000000,26248.000000,26334.000000,26334.000000,133521
2019-04-09,26345.000000,26349.000000,26104.000000,26158.000000,26158.000000,156731
2019-04-10,26144.000000,26233.000000,26107.000000,26166.000000,26166.000000,132461
2019-04-11,26189.000000,26229.000000,26060.000000,26133.000000,26133.000000,156461
2019-04-12,26153.000000,26441.000000,26141.000000,26408.000000,26408.000000,173271
2019-04-15,26406.000000,26476.000000,26317.000000,26373.000000,26373.000000,135953
2019-04-16,26390.000000,26554.000000,26377.000000,26447.000000,26447.000000,189117
2019-04-17,26430.000000,26518.000000,26383.000000,26428.000000,26428.000000,182978
2019-04-18,26434.000000,26599.000000,26311.000000,26566.000000,26566.000000,181027
2019-04-22,26565.000000,26629.000000,26448.000000,26513.000000,26513.000000,122912
2019-04-23,26521.000000,26689.000000,26462.000000,26639.000000,26639.000000,165638
2019-04-24,26651.000000,26694.000000,26518.000000,26541.000000,26541.000000,139857
2019-04-25,26536.000000,26577.000000,26292.000000,26440.000000,26440.000000,189570
2019-04-26,26415.000000,26530.000000,26346.000000,26517.000000,26517.000000,168330
2019-04-29,26500.000000,26584.000000,26484.000000,26548.000000,26548.000000,117095
2019-04-30,26562.000000,26653.000000,26398.000000,26584.000000,26584.000000,186152
2019-05-01,26646.000000,26691.000000,26333.000000,26390.000000,26390.000000,178492
2019-05-02,26339.000000,26461.000000,26148.000000,26265.000000,26265.000000,258245
2019-05-03,26273.000000,26518.000000,26245.000000,26499.000000,26499.000000,169687
2019-05-06,26284.000000,26447.000000,25932.000000,26405.000000,26405.000000,282576
2019-05-07,26220.000000,26394.000000,25751.000000,25973.000000,25973.000000,378147
2019-05-08,25947.000000,26079.000000,25799.000000,26014.000000,26014.000000,306195
2019-05-09,25983.000000,25994.000000,25500.000000,25816.000000,25816.000000,364960
2019-05-10,25796.000000,26016.000000,25464.000000,25964.000000,25964.000000,368236
2019-05-13,25764.000000,25818.000000,25215.000000,25281.000000,25281.000000,357279
2019-05-14,25278.000000,25677.000000,25217.000000,25570.000000,25570.000000,250534
2019-05-15,25569.000000,25714.000000,25326.000000,25674.000000,25674.000000,255281
2019-05-16,25670.000000,25955.000000,25554.000000,25867.000000,25867.000000,232025
2019-05-17,25879.000000,25949.000000,25628.000000,25780.000000,25780.000000,280261
2019-05-20,25776.000000,25901.000000,25554.000000,25696.000000,25696.000000,246483
2019-05-21,25719.000000,25895.000000,25711.000000,25875.000000,25875.000000,208634
2019-05-22,25860.000000,25904.000000,25733.000000,25771.000000,25771.000000,196584
2019-05-23,25779.000000,25779.000000,25320.000000,25463.000000,25463.000000,300183
2019-05-24,25494.000000,25664.000000,25457.000000,25620.000000,25620.000000,201024
2019-05-28,25609.000000,25717.000000,25330.000000,25369.000000,25369.000000,262852
2019-05-29,25355.000000,25377.000000,24937.000000,25109.000000,25109.000000,300809
2019-05-30,25106.000000,25218.000000,25057.000000,25190.000000,25190.000000,202295
2019-05-31,25178.000000,25191.000000,24789.000000,24820.000000,24820.000000,276429
2019-06-03,24743.000000,24938.000000,24610.000000,24869.000000,24869.000000,322942
2019-06-04,24917.000000,25364.000000,24825.000000,25346.000000,25346.000000,251904
2019-06-05,25349.000000,25573.000000,25344.000000,25558.000000,25558.000000,219206
2019-06-06,25530.000000,25807.000000,25437.000000,25745.000000,25745.000000,202029
2019-06-07,25701.000000,26085.000000,25683.000000,26007.000000,26007.000000,202194
2019-06-10,26150.000000,26289.000000,26048.000000,26086.000000,26086.000000,183856
2019-06-11,26100.000000,26261.000000,26009.000000,26065.000000,26065.000000,181046
2019-06-12,26064.000000,26098.000000,25961.000000,26012.000000,26012.000000,153257
2019-06-13,26020.000000,26153.000000,25891.000000,26117.000000,26117.000000,175894
2019-06-14,26129.000000,26177.000000,26003.000000,26123.000000,26123.000000,114677
2019-06-17,26117.000000,26212.000000,26058.000000,26131.000000,26131.000000,69027
2019-06-18,26150.000000,26542.000000,26070.000000,26495.000000,26495.000000,84765
2019-06-19,26473.000000,26585.000000,26422.000000,26529.000000,26529.000000,55742
2019-06-20,26520.000000,26804.000000,26510.000000,26763.000000,26763.000000,34547
2019-06-21,26761.000000,26783.000000,26680.000000,26745.580078,26745.580078,203126
2019-06-24,26674.000000,26815.000000,26662.000000,26762.000000,26762.000000,136483
2019-06-25,26758.000000,26827.000000,26539.000000,26562.000000,26562.000000,216578
2019-06-26,26567.000000,26703.000000,26509.000000,26550.000000,26550.000000,180306
2019-06-27,26521.000000,26665.000000,26445.000000,26546.000000,26546.000000,172212
2019-06-28,26563.000000,26672.000000,26521.000000,26593.000000,26593.000000,161238
2019-07-01,26816.000000,26896.000000,26609.000000,26700.000000,26700.000000,202630
2019-07-02,26695.000000,26805.000000,26621.000000,26797.000000,26797.000000,163500
2019-07-03,null,null,null,null,null,null
2019-07-05,26973.000000,27009.000000,26728.000000,26885.000000,26885.000000,199744
2019-07-08,26890.000000,26924.000000,26742.000000,26793.000000,26793.000000,147096
2019-07-09,26794.000000,26807.000000,26657.000000,26779.000000,26779.000000,150793
2019-07-10,26782.000000,26983.000000,26688.000000,26860.000000,26860.000000,209429
2019-07-11,26859.000000,27092.000000,26851.000000,27077.000000,27077.000000,184871
2019-07-12,27072.000000,27330.000000,27070.000000,27309.000000,27309.000000,146908
2019-07-15,27303.000000,27397.000000,27263.000000,27342.000000,27342.000000,129820
2019-07-16,27346.000000,27396.000000,27280.000000,27328.000000,27328.000000,134696
2019-07-17,27318.000000,27377.000000,27184.000000,27231.000000,27231.000000,135792
2019-07-18,27164.000000,27304.000000,27057.000000,27201.000000,27201.000000,190637
2019-07-19,27305.000000,27342.000000,27071.000000,27130.000000,27130.000000,194392
2019-07-22,27106.000000,27216.000000,27078.000000,27176.000000,27176.000000,144409
2019-07-23,27174.000000,27358.000000,27159.000000,27324.000000,27324.000000,137719
2019-07-24,27306.000000,27346.000000,27175.000000,27237.000000,27237.000000,155965
2019-07-25,27250.000000,27349.000000,27040.000000,27096.000000,27096.000000,196815
2019-07-26,27084.000000,27193.000000,27077.000000,27149.000000,27149.000000,120612
2019-07-29,27143.000000,27255.000000,27112.000000,27198.000000,27198.000000,111350
2019-07-30,27218.000000,27252.000000,27042.000000,27164.000000,27164.000000,148117
2019-07-31,27208.000000,27258.000000,26693.000000,26855.000000,26855.000000,239800
2019-08-01,26750.000000,27147.000000,26512.000000,26543.000000,26543.000000,354565
2019-08-02,26517.000000,26663.000000,26213.000000,26449.000000,26449.000000,359330
2019-08-05,26431.000000,26460.000000,25475.000000,25550.000000,25550.000000,399217
2019-08-06,25458.000000,25998.000000,25032.000000,25924.000000,25924.000000,356709
2019-08-07,25897.000000,26035.000000,25392.000000,25940.000000,25940.000000,352239
2019-08-08,25935.000000,26373.000000,25846.000000,26365.000000,26365.000000,228936
2019-08-09,26286.000000,26394.000000,26074.000000,26268.000000,26268.000000,260221
2019-08-12,26263.000000,26353.000000,25803.000000,25867.000000,25867.000000,215254
2019-08-13,25872.000000,26408.000000,25750.000000,26314.000000,26314.000000,291674
2019-08-14,26302.000000,26352.000000,25410.000000,25455.000000,25455.000000,340944
2019-08-15,25373.000000,25707.000000,25226.000000,25575.000000,25575.000000,326623
2019-08-16,25585.000000,25929.000000,25576.000000,25907.000000,25907.000000,196934
2019-08-19,25912.000000,26237.000000,25912.000000,26118.000000,26118.000000,152096
2019-08-20,26102.000000,26198.000000,25885.000000,25931.000000,25931.000000,157400
2019-08-21,25883.000000,26265.000000,25872.000000,26226.000000,26226.000000,139879
2019-08-22,26244.000000,26375.000000,26086.000000,26225.000000,26225.000000,175622
2019-08-23,26225.000000,26347.000000,25492.000000,25670.000000,25670.000000,339653
2019-08-26,25462.000000,25986.000000,25266.000000,25943.000000,25943.000000,279427
2019-08-27,25924.000000,26069.000000,25711.000000,25744.000000,25744.000000,236943
2019-08-28,25756.000000,26044.000000,25620.000000,26037.000000,26037.000000,210924
2019-08-29,25992.000000,26407.000000,25930.000000,26378.000000,26378.000000,187180
2019-08-30,26366.000000,26559.000000,26299.000000,26406.000000,26406.000000,192172
2019-09-03,26243.000000,26372.000000,25977.000000,26122.000000,26122.000000,286417
2019-09-04,26102.000000,26388.000000,26083.000000,26372.000000,26372.000000,176054
2019-09-05,26372.000000,26844.000000,26355.000000,26701.000000,26701.000000,222265
2019-09-06,26688.000000,26869.000000,26686.000000,26808.000000,26808.000000,143551
2019-09-09,26807.000000,26913.000000,26771.000000,26840.000000,26840.000000,136590
2019-09-10,26853.000000,26919.000000,26717.000000,26894.000000,26894.000000,171654
2019-09-11,26901.000000,27169.000000,26849.000000,27144.000000,27144.000000,158602
2019-09-12,27158.000000,27320.000000,27110.000000,27198.000000,27198.000000,204364
2019-09-13,27194.000000,27326.000000,27193.000000,27218.000000,27218.000000,118924
2019-09-16,27121.000000,27180.000000,27014.000000,27084.000000,27084.000000,93737
2019-09-17,27114.000000,27142.000000,26988.000000,27114.000000,27114.000000,59077
2019-09-18,27124.000000,27185.000000,26909.000000,27148.000000,27148.000000,50736
2019-09-19,27169.000000,27274.000000,27001.000000,27086.000000,27086.000000,40322
2019-09-20,27091.000000,27167.000000,27076.000000,27140.910156,27140.910156,158528
2019-09-23,26923.000000,27045.000000,26803.000000,26963.000000,26963.000000,147365
2019-09-24,27006.000000,27112.000000,26686.000000,26818.000000,26818.000000,240008
2019-09-25,26833.000000,27015.000000,26715.000000,26958.000000,26958.000000,199414
2019-09-26,26962.000000,27042.000000,26782.000000,26892.000000,26892.000000,184044
2019-09-27,26896.000000,26992.000000,26689.000000,26796.000000,26796.000000,225720
2019-09-30,26898.000000,26971.000000,26804.000000,26901.000000,26901.000000,131797
2019-10-01,26961.000000,27040.000000,26515.000000,26521.000000,26521.000000,204735
2019-10-02,26553.000000,26617.000000,25931.000000,25985.000000,25985.000000,240232
2019-10-03,26003.000000,26186.000000,25703.000000,26180.000000,26180.000000,271794
2019-10-04,26160.000000,26549.000000,26060.000000,26525.000000,26525.000000,190606
2019-10-07,26372.000000,26615.000000,26339.000000,26439.000000,26439.000000,155862
2019-10-08,26418.000000,26549.000000,26092.000000,26138.000000,26138.000000,234008
2019-10-09,26139.000000,26400.000000,26086.000000,26305.000000,26305.000000,165144
2019-10-10,26322.000000,26599.000000,25983.000000,26484.000000,26484.000000,219328
2019-10-11,26544.000000,26975.000000,26496.000000,26775.000000,26775.000000,237623
2019-10-14,26761.000000,26894.000000,26637.000000,26746.000000,26746.000000,123162
2019-10-15,26751.000000,27079.000000,26750.000000,27002.000000,27002.000000,153083
2019-10-16,27000.000000,27017.000000,26890.000000,26940.000000,26940.000000,137346
2019-10-17,26933.000000,27088.000000,26876.000000,26993.000000,26993.000000,144360
2019-10-18,26995.000000,27023.000000,26726.000000,26754.000000,26754.000000,149070
2019-10-21,26725.000000,26837.000000,26701.000000,26797.000000,26797.000000,112065
2019-10-22,26798.000000,26904.000000,26715.000000,26763.000000,26763.000000,143610
2019-10-23,26752.000000,26852.000000,26588.000000,26802.000000,26802.000000,147111
2019-10-24,26819.000000,26872.000000,26655.000000,26780.000000,26780.000000,152055
2019-10-25,26776.000000,26967.000000,26710.000000,26904.000000,26904.000000,129494
2019-10-28,26931.000000,27120.000000,26926.000000,27053.000000,27053.000000,137575
2019-10-29,27062.000000,27111.000000,26967.000000,27042.000000,27042.000000,125026
2019-10-30,27053.000000,27230.000000,26940.000000,27132.000000,27132.000000,146042
2019-10-31,27172.000000,27180.000000,26847.000000,26982.000000,26982.000000,197544
2019-11-01,26992.000000,27278.000000,26959.000000,27259.000000,27259.000000,156759
2019-11-04,27278.000000,27450.000000,27274.000000,27380.000000,27380.000000,135057
2019-11-05,27402.000000,27493.000000,27366.000000,27421.000000,27421.000000,126855
2019-11-06,27420.000000,27470.000000,27337.000000,27430.000000,27430.000000,129297
2019-11-07,27454.000000,27739.000000,27390.000000,27667.000000,27667.000000,159355
2019-11-08,27672.000000,27717.000000,27541.000000,27631.000000,27631.000000,125901
2019-11-11,27645.000000,27673.000000,27470.000000,27658.000000,27658.000000,123436
2019-11-12,27658.000000,27732.000000,27597.000000,27663.000000,27663.000000,134410
2019-11-13,27661.000000,27771.000000,27524.000000,27761.000000,27761.000000,160990
2019-11-14,27772.000000,27806.000000,27633.000000,27746.000000,27746.000000,143715
2019-11-15,27750.000000,27971.000000,27736.000000,27953.000000,27953.000000,136561
2019-11-18,27960.000000,28059.000000,27926.000000,28008.000000,28008.000000,127718
2019-11-19,28013.000000,28128.000000,27851.000000,27895.000000,27895.000000,151389
2019-11-20,27884.000000,27884.000000,27643.000000,27800.000000,27800.000000,189292
2019-11-21,27726.000000,27846.000000,27654.000000,27748.000000,27748.000000,163143
2019-11-22,27754.000000,27884.000000,27722.000000,27862.000000,27862.000000,128358
2019-11-25,27927.000000,28045.000000,27904.000000,28039.000000,28039.000000,96942
2019-11-26,28025.000000,28149.000000,27999.000000,28130.000000,28130.000000,118715
2019-11-27,28122.000000,28173.000000,28058.000000,28148.000000,28148.000000,99873
2019-11-29,null,null,null,null,null,null
2019-12-02,28082.000000,28197.000000,27772.000000,27789.000000,27789.000000,226061
2019-12-03,27788.000000,27847.000000,27312.000000,27487.000000,27487.000000,260953
2019-12-04,27478.000000,27727.000000,27397.000000,27643.000000,27643.000000,182074
2019-12-05,27644.000000,27773.000000,27558.000000,27678.000000,27678.000000,164776
2019-12-06,27688.000000,28039.000000,27675.000000,28014.000000,28014.000000,150639
2019-12-09,28020.000000,28047.000000,27878.000000,27902.000000,27902.000000,109241
2019-12-10,27901.000000,27959.000000,27726.000000,27921.000000,27921.000000,164907
2019-12-11,27924.000000,27981.000000,27804.000000,27924.000000,27924.000000,140780
2019-12-12,27933.000000,28230.000000,27856.000000,28131.000000,28131.000000,239172
2019-12-13,28181.000000,28303.000000,28036.000000,28168.000000,28168.000000,168864
2019-12-16,28192.000000,28345.000000,28159.000000,28253.000000,28253.000000,78480
2019-12-17,28235.000000,28335.000000,28173.000000,28276.000000,28276.000000,70689
2019-12-18,28257.000000,28327.000000,28238.000000,28266.000000,28266.000000,38628
2019-12-19,28275.000000,28416.000000,28242.000000,28386.000000,28386.000000,34961
